tx_id,timestamp,sender,receiver,amount
T0005143,2025-10-24 20:19:42.608166,A003117,A003054,3237.61
T0008864,2025-10-24 20:21:35.608166,A001737,A004104,7075.87
T0022663,2025-10-24 20:24:50.608166,A004122,A001797,3228.68
T0022667,2025-10-24 20:25:50.608166,A004873,A001797,3001.55
T0002117,2025-10-24 20:27:17.608166,A002031,A000765,895.63
T0022664,2025-10-24 20:28:50.608166,A004704,A001797,1238.62
T0009215,2025-10-24 20:30:42.608166,A003401,A003444,183.79
T0019540,2025-10-24 20:31:40.608166,A002099,A003764,1244.95
T0022682,2025-10-24 20:31:50.608166,A001797,A003983,2190.55
T0017815,2025-10-24 20:34:02.608166,A000401,A004487,3103.85
T0007658,2025-10-24 20:36:50.608166,A004690,A004661,49.8
T0011368,2025-10-24 20:39:12.608166,A000992,A003279,5586.72
T0022659,2025-10-24 20:43:50.608166,A003768,A001797,2205.49
T0026602,2025-10-24 20:44:05.608166,A002242,A004905,1380.82
T0007303,2025-10-24 20:45:32.608166,A004906,A004536,443.63
T0002224,2025-10-24 20:45:52.608166,A002597,A002442,61.68
T0022686,2025-10-24 20:47:50.608166,A001797,A001388,1857.29
T0026603,2025-10-24 20:49:05.608166,A004905,A003448,455.18
T0026604,2025-10-24 20:54:05.608166,A003448,A004237,748.95
T0016111,2025-10-24 20:56:13.608166,A001051,A001546,439.38
T0022687,2025-10-24 20:56:50.608166,A001797,A004038,2753.05
T0026605,2025-10-24 20:59:05.608166,A004237,A002456,285.48
T0022676,2025-10-24 21:00:50.608166,A003772,A001797,281.97
T0022670,2025-10-24 21:01:50.608166,A003017,A001797,393.42
T0002427,2025-10-24 21:02:23.608166,A000800,A001829,1126.78
T0026606,2025-10-24 21:04:05.608166,A002456,A002044,1791.44
T0022689,2025-10-24 21:06:50.608166,A001797,A004995,1197.33
T0026607,2025-10-24 21:09:05.608166,A002044,A002196,1565.35
T0013363,2025-10-24 21:09:40.608166,A004116,A002134,560.83
T0003496,2025-10-24 21:09:40.608166,A002238,A002502,903.68
T0026608,2025-10-24 21:14:05.608166,A002196,A002242,1420.18
T0012458,2025-10-24 21:14:17.608166,A004308,A004432,948.52
T0004226,2025-10-24 21:15:39.608166,A001176,A000101,350.17
T0022683,2025-10-24 21:15:50.608166,A001797,A002814,1548.77
T0010986,2025-10-24 21:16:08.608166,A000335,A004077,25.56
T0011312,2025-10-24 21:16:21.608166,A004745,A003297,88.18
T0016683,2025-10-24 21:16:26.608166,A001614,A003031,677.48
T0013934,2025-10-24 21:20:13.608166,A000888,A000529,1511.11
T0022671,2025-10-24 21:21:50.608166,A003394,A001797,618.51
T0022678,2025-10-24 21:21:50.608166,A001797,A002648,259.02
T0022672,2025-10-24 21:23:50.608166,A003004,A001797,569.96
T0008724,2025-10-24 21:24:28.608166,A002604,A003075,6976.75
T0011197,2025-10-24 21:26:46.608166,A004220,A001264,2309.54
T0005274,2025-10-24 21:31:04.608166,A001153,A004724,1068.45
T0022660,2025-10-24 21:32:50.608166,A000936,A001797,55.86
T0004552,2025-10-24 21:33:45.608166,A002545,A002235,663.2
T0008443,2025-10-24 21:35:37.608166,A003643,A000714,3828.62
T0008014,2025-10-24 21:40:37.608166,A002143,A001138,131.06
T0016540,2025-10-24 21:43:55.608166,A002185,A003448,919.24
T0010397,2025-10-24 21:44:59.608166,A004478,A000702,344.06
T0022679,2025-10-24 21:45:50.608166,A001797,A003304,812.99
T0022666,2025-10-24 21:46:50.608166,A001614,A001797,6578.08
T0006551,2025-10-24 21:54:49.608166,A003480,A004387,2155.81
T0022685,2025-10-24 21:56:50.608166,A001797,A003919,150.5
T0011578,2025-10-24 21:57:13.608166,A002960,A004081,1944.93
T0003600,2025-10-24 21:59:03.608166,A002225,A002801,3858.03
T0004319,2025-10-24 22:01:48.608166,A003584,A002260,329.48
T0018378,2025-10-24 22:03:40.608166,A001854,A002982,818.91
T0022662,2025-10-24 22:03:50.608166,A002820,A001797,1360.08
T0018658,2025-10-24 22:09:17.608166,A003178,A003268,1030.99
T0003943,2025-10-24 22:11:28.608166,A000871,A004352,1098.55
T0018628,2025-10-24 22:11:37.608166,A004559,A002461,8057.65
T0022681,2025-10-24 22:11:50.608166,A001797,A002142,5070.22
T0000036,2025-10-24 22:13:19.608166,A001857,A004381,1222.02
T0012073,2025-10-24 22:14:57.608166,A003837,A004088,1613.01
T0012936,2025-10-24 22:15:47.608166,A000503,A000364,478.86
T0014724,2025-10-24 22:15:51.608166,A003097,A003548,413.43
T0012497,2025-10-24 22:21:47.608166,A003562,A001400,968.98
T0013510,2025-10-24 22:26:55.608166,A001977,A003139,5182.46
T0009895,2025-10-24 22:28:22.608166,A001483,A000005,2058.34
T0022661,2025-10-24 22:28:50.608166,A003319,A001797,5989.89
T0019309,2025-10-24 22:29:10.608166,A004123,A002790,1078.93
T0018808,2025-10-24 22:29:37.608166,A004165,A000750,3550.9
T0010241,2025-10-24 22:29:57.608166,A000612,A002045,1076.91
T0022680,2025-10-24 22:30:50.608166,A001797,A002970,20.0
T0003290,2025-10-24 22:31:23.608166,A000956,A004002,336.02
T0002879,2025-10-24 22:32:29.608166,A004705,A001624,1815.38
T0019633,2025-10-24 22:33:27.608166,A002070,A001597,1068.66
T0019124,2025-10-24 22:34:53.608166,A003548,A000039,696.58
T0012498,2025-10-24 22:36:51.608166,A004227,A004544,116.01
T0012524,2025-10-24 22:39:20.608166,A000881,A000141,2177.55
T0010502,2025-10-24 22:42:21.608166,A000729,A004002,24.15
T0004621,2025-10-24 22:44:25.608166,A003541,A003598,632.92
T0022673,2025-10-24 22:46:50.608166,A000794,A001797,5214.15
T0022669,2025-10-24 22:48:50.608166,A001192,A001797,1715.98
T0019330,2025-10-24 22:48:51.608166,A000014,A004739,468.05
T0022688,2025-10-24 22:49:50.608166,A001797,A000077,92.1
T0001919,2025-10-24 22:50:49.608166,A002283,A003455,897.73
T0001059,2025-10-24 22:53:16.608166,A003700,A000295,1388.93
T0004850,2025-10-24 22:53:31.608166,A000987,A000608,1240.43
T0022675,2025-10-24 22:57:50.608166,A004545,A001797,3208.5
T0005846,2025-10-24 22:58:08.608166,A004412,A003666,2674.72
T0013364,2025-10-24 22:59:23.608166,A004285,A000906,101.71
T0005474,2025-10-24 22:59:41.608166,A003563,A000774,958.93
T0022658,2025-10-24 22:59:50.608166,A001068,A001797,3808.61
T0008944,2025-10-24 22:59:56.608166,A002798,A004626,367.14
T0016164,2025-10-24 23:00:04.608166,A002353,A001342,2569.97
T0014757,2025-10-24 23:00:27.608166,A002118,A003731,138.38
T0022665,2025-10-24 23:00:50.608166,A004970,A001797,9750.17
T0016278,2025-10-24 23:03:36.608166,A003036,A004050,1456.58
T0022677,2025-10-24 23:09:50.608166,A001797,A003073,2570.53
T0007031,2025-10-24 23:10:41.608166,A000973,A004503,191.5
T0008660,2025-10-24 23:12:48.608166,A001173,A000841,1693.03
T0022674,2025-10-24 23:14:50.608166,A004558,A001797,871.79
T0012495,2025-10-24 23:16:34.608166,A004208,A003528,1607.79
T0006758,2025-10-24 23:22:30.608166,A002242,A000686,1408.2
T0011677,2025-10-24 23:22:36.608166,A000225,A002918,190.3
T0009979,2025-10-24 23:22:46.608166,A004198,A004302,534.95
T0014464,2025-10-24 23:23:31.608166,A000983,A003442,1074.3
T0018647,2025-10-24 23:25:04.608166,A002667,A000808,4487.82
T0021942,2025-10-24 23:25:17.608166,A004068,A001366,2309.49
T0021941,2025-10-24 23:26:17.608166,A000068,A001366,592.0
T0021929,2025-10-24 23:26:17.608166,A000739,A001366,3607.81
T0010893,2025-10-24 23:30:09.608166,A003869,A004565,291.5
T0019507,2025-10-24 23:30:15.608166,A004770,A004801,712.9
T0002389,2025-10-24 23:31:28.608166,A002446,A000893,2802.77
T0009135,2025-10-24 23:31:30.608166,A003770,A004085,2454.74
T0010112,2025-10-24 23:31:35.608166,A004346,A003227,2208.32
T0021950,2025-10-24 23:34:17.608166,A001366,A001595,146.86
T0018482,2025-10-24 23:35:16.608166,A001348,A003632,33.62
T0021936,2025-10-24 23:35:17.608166,A003468,A001366,2664.33
T0016275,2025-10-24 23:36:06.608166,A002611,A000502,342.63
T0005067,2025-10-24 23:41:20.608166,A001408,A000188,471.45
T0006040,2025-10-24 23:42:16.608166,A004670,A001501,2703.92
T0000617,2025-10-24 23:42:37.608166,A003807,A003220,2009.33
T0005581,2025-10-24 23:42:49.608166,A000564,A004415,388.11
T0012776,2025-10-24 23:43:48.608166,A000755,A000669,1013.55
T0021957,2025-10-24 23:44:17.608166,A001366,A000030,1191.25
T0003609,2025-10-24 23:45:22.608166,A002019,A004552,1933.31
T0018040,2025-10-24 23:46:10.608166,A004045,A002709,1856.54
T0010952,2025-10-24 23:46:28.608166,A003557,A001688,6136.34
T0016253,2025-10-24 23:48:27.608166,A004515,A002268,426.7
T0021940,2025-10-24 23:51:17.608166,A003277,A001366,481.4
T0009447,2025-10-24 23:52:04.608166,A004105,A002810,1189.85
T0021927,2025-10-24 23:53:17.608166,A001577,A001366,1907.94
T0006826,2025-10-24 23:56:01.608166,A002622,A000457,3575.03
T0022684,2025-10-24 23:57:50.608166,A001797,A000202,1629.87
T0006477,2025-10-24 23:59:21.608166,A004198,A004566,508.26
T0015173,2025-10-25 00:00:04.608166,A003372,A001755,6052.02
T0013323,2025-10-25 00:04:46.608166,A003848,A004458,708.49
T0002609,2025-10-25 00:06:16.608166,A002870,A001747,907.49
T0006546,2025-10-25 00:06:24.608166,A003638,A002212,726.05
T0006117,2025-10-25 00:06:42.608166,A004552,A004183,609.58
T0010633,2025-10-25 00:07:34.608166,A001055,A002064,494.4
T0015841,2025-10-25 00:07:48.608166,A004901,A004499,397.03
T0006237,2025-10-25 00:08:15.608166,A001359,A004273,3669.29
T0013359,2025-10-25 00:09:22.608166,A003286,A002912,3066.84
T0008401,2025-10-25 00:09:25.608166,A003142,A000078,99.89
T0021934,2025-10-25 00:11:17.608166,A001142,A001366,225.57
T0015161,2025-10-25 00:13:11.608166,A002462,A003797,1228.67
T0017875,2025-10-25 00:14:33.608166,A001142,A001255,327.57
T0017819,2025-10-25 00:15:02.608166,A002219,A001858,1364.27
T0008069,2025-10-25 00:20:15.608166,A004186,A000864,5972.32
T0021928,2025-10-25 00:21:17.608166,A003831,A001366,1282.32
T0000244,2025-10-25 00:22:13.608166,A001745,A000214,1240.26
T0013602,2025-10-25 00:25:33.608166,A001181,A004133,336.1
T0021948,2025-10-25 00:26:17.608166,A001366,A000248,1541.97
T0008409,2025-10-25 00:27:12.608166,A003321,A002414,3012.7
T0004156,2025-10-25 00:28:34.608166,A003103,A000443,12.83
T0003177,2025-10-25 00:30:03.608166,A001470,A000825,3098.21
T0021935,2025-10-25 00:31:17.608166,A003097,A001366,99.5
T0008688,2025-10-25 00:32:47.608166,A001558,A004333,614.11
T0003569,2025-10-25 00:32:53.608166,A000604,A000748,27.14
T0021926,2025-10-25 00:35:17.608166,A001249,A001366,575.92
T0014202,2025-10-25 00:35:57.608166,A003324,A003107,250.73
T0004593,2025-10-25 00:36:56.608166,A001281,A002562,284.88
T0015223,2025-10-25 00:37:14.608166,A001137,A002523,2272.54
T0018429,2025-10-25 00:37:18.608166,A004961,A002905,1372.84
T0009024,2025-10-25 00:38:15.608166,A004996,A004659,105.92
T0007092,2025-10-25 00:39:38.608166,A000507,A002078,656.55
T0021924,2025-10-25 00:40:17.608166,A004310,A001366,3487.06
T0021956,2025-10-25 00:42:17.608166,A001366,A000833,2525.1
T0016703,2025-10-25 00:42:51.608166,A003025,A003799,982.2
T0021947,2025-10-25 00:48:17.608166,A001366,A003699,2326.05
T0021955,2025-10-25 00:54:17.608166,A001366,A003190,198.65
T0003877,2025-10-25 00:54:36.608166,A003356,A004973,1117.41
T0000621,2025-10-25 00:56:44.608166,A000050,A002261,1308.29
T0014139,2025-10-25 00:59:37.608166,A002617,A000200,352.1
T0021930,2025-10-25 01:01:17.608166,A003892,A001366,419.91
T0003308,2025-10-25 01:02:51.608166,A004417,A003501,1264.28
T0001946,2025-10-25 01:03:02.608166,A000464,A002717,1850.17
T0014980,2025-10-25 01:05:23.608166,A002671,A002330,184.99
T0009801,2025-10-25 01:06:32.608166,A003910,A004649,1430.12
T0021945,2025-10-25 01:07:17.608166,A001366,A002415,2928.52
T0021949,2025-10-25 01:08:17.608166,A001366,A004244,980.33
T0021951,2025-10-25 01:09:17.608166,A001366,A004943,371.01
T0007781,2025-10-25 01:09:27.608166,A002215,A004024,3034.01
T0021944,2025-10-25 01:10:17.608166,A000368,A001366,50.0
T0021933,2025-10-25 01:12:17.608166,A003461,A001366,3407.08
T0017696,2025-10-25 01:12:28.608166,A003337,A000799,3596.41
T0005691,2025-10-25 01:15:52.608166,A000000,A003796,1857.92
T0013531,2025-10-25 01:17:23.608166,A002519,A003296,538.4
T0005530,2025-10-25 01:17:38.608166,A000960,A002100,1586.77
T0021939,2025-10-25 01:18:17.608166,A002214,A001366,1382.0
T0016765,2025-10-25 01:19:23.608166,A004188,A004028,1797.82
T0017493,2025-10-25 01:19:51.608166,A002724,A000529,7057.14
T0004074,2025-10-25 01:20:16.608166,A004718,A000066,923.96
T0007379,2025-10-25 01:21:02.608166,A004625,A002662,695.72
T0001836,2025-10-25 01:21:21.608166,A003352,A000137,107.94
T0005773,2025-10-25 01:26:58.608166,A002037,A003136,179.97
T0004591,2025-10-25 01:28:01.608166,A004548,A003496,130.47
T0003843,2025-10-25 01:29:22.608166,A003599,A004588,4358.42
T0010954,2025-10-25 01:30:34.608166,A003131,A001230,565.75
T0006176,2025-10-25 01:31:12.608166,A000869,A004006,3240.37
T0013255,2025-10-25 01:32:48.608166,A003047,A004299,466.38
T0011878,2025-10-25 01:33:52.608166,A003424,A001255,305.71
T0002131,2025-10-25 01:35:16.608166,A002364,A003510,2575.9
T0021931,2025-10-25 01:35:17.608166,A001336,A001366,5269.66
T0015665,2025-10-25 01:35:34.608166,A002120,A001870,198.9
T0021938,2025-10-25 01:36:17.608166,A000225,A001366,1232.64
T0008339,2025-10-25 01:39:03.608166,A004960,A003339,1434.31
T0003038,2025-10-25 01:40:48.608166,A001629,A003705,670.23
T0006126,2025-10-25 01:42:26.608166,A000841,A004907,1165.21
T0018580,2025-10-25 01:43:47.608166,A002242,A003617,22.26
T0018948,2025-10-25 01:44:21.608166,A004079,A003602,521.62
T0002905,2025-10-25 01:45:17.608166,A001646,A001370,611.06
T0010881,2025-10-25 01:45:36.608166,A002304,A001063,3444.01
T0006371,2025-10-25 01:47:37.608166,A004114,A002974,2093.85
T0013384,2025-10-25 01:47:42.608166,A003425,A002946,2313.7
T0015854,2025-10-25 01:48:32.608166,A004583,A001148,180.86
T0001066,2025-10-25 01:50:24.608166,A004677,A002793,1277.94
T0015218,2025-10-25 01:53:49.608166,A004404,A003509,2240.08
T0004054,2025-10-25 01:55:30.608166,A002008,A002714,2339.5
T0019333,2025-10-25 01:56:16.608166,A002674,A000307,2369.12
T0021952,2025-10-25 01:58:17.608166,A001366,A000574,621.53
T0012832,2025-10-25 02:00:37.608166,A004002,A001316,1438.83
T0003820,2025-10-25 02:01:13.608166,A000859,A002370,15.61
T0019449,2025-10-25 02:02:34.608166,A002870,A002566,313.4
T0021954,2025-10-25 02:03:17.608166,A001366,A000803,48.88
T0001363,2025-10-25 02:06:18.608166,A000664,A004237,1136.65
T0021943,2025-10-25 02:08:17.608166,A000196,A001366,6898.43
T0021932,2025-10-25 02:10:17.608166,A003338,A001366,1104.05
T0014892,2025-10-25 02:10:59.608166,A002696,A000351,4089.51
T0021925,2025-10-25 02:12:17.608166,A002536,A001366,3884.36
T0004355,2025-10-25 02:22:15.608166,A003544,A003089,172.9
T0007833,2025-10-25 02:22:24.608166,A000484,A002150,3226.36
T0021946,2025-10-25 02:23:17.608166,A001366,A003205,20.0
T0021937,2025-10-25 02:24:17.608166,A003144,A001366,4416.46
T0007332,2025-10-25 02:26:40.608166,A002557,A002563,285.91
T0005202,2025-10-25 02:34:18.608166,A004878,A001951,779.92
T0003371,2025-10-25 02:36:31.608166,A003711,A001235,1779.16
T0000177,2025-10-25 02:37:12.608166,A002739,A003677,146.13
T0010820,2025-10-25 02:37:18.608166,A001166,A001127,21.31
T0019211,2025-10-25 02:37:35.608166,A003597,A002684,898.96
T0021958,2025-10-25 02:39:17.608166,A001366,A002837,3223.68
T0001112,2025-10-25 02:41:48.608166,A002783,A000028,53.84
T0006505,2025-10-25 02:42:22.608166,A003031,A003611,1036.04
T0004670,2025-10-25 02:46:06.608166,A004627,A004730,3189.93
T0018769,2025-10-25 02:51:09.608166,A000622,A004284,1580.29
T0017697,2025-10-25 02:51:28.608166,A001657,A002036,3651.91
T0007297,2025-10-25 02:55:01.608166,A003991,A000412,2551.04
T0014368,2025-10-25 02:55:29.608166,A000310,A004361,1181.24
T0007566,2025-10-25 02:56:03.608166,A003000,A004003,90.56
T0002648,2025-10-25 03:00:14.608166,A003919,A004184,4025.27
T0003659,2025-10-25 03:01:19.608166,A000734,A000925,789.3
T0008707,2025-10-25 03:01:26.608166,A000563,A002417,328.83
T0011481,2025-10-25 03:01:26.608166,A004881,A000681,2259.04
T0001665,2025-10-25 03:03:08.608166,A000294,A004379,949.61
T0021953,2025-10-25 03:06:17.608166,A001366,A002967,1228.99
T0016107,2025-10-25 03:06:55.608166,A004557,A004376,865.94
T0014146,2025-10-25 03:08:00.608166,A003358,A001223,447.1
T0003739,2025-10-25 03:08:12.608166,A003760,A002336,1646.76
T0011781,2025-10-25 03:21:10.608166,A000513,A002760,87.64
T0002030,2025-10-25 03:21:47.608166,A001959,A000356,1562.42
T0008714,2025-10-25 03:23:58.608166,A002994,A000461,906.6
T0012786,2025-10-25 03:24:26.608166,A003112,A000126,1293.66
T0011556,2025-10-25 03:25:55.608166,A004857,A002068,615.33
T0002354,2025-10-25 03:27:56.608166,A004414,A000592,75.0
T0017159,2025-10-25 03:28:11.608166,A003790,A002444,2038.06
T0010618,2025-10-25 03:29:57.608166,A003273,A000109,1088.76
T0015899,2025-10-25 03:32:39.608166,A004499,A002067,168.54
T0016131,2025-10-25 03:38:23.608166,A000685,A001265,1908.97
T0019456,2025-10-25 03:41:20.608166,A001790,A003090,1715.25
T0001570,2025-10-25 03:50:33.608166,A001821,A004074,1717.23
T0011672,2025-10-25 03:52:42.608166,A002775,A003205,1480.29
T0000347,2025-10-25 03:53:42.608166,A000470,A002729,1178.22
T0016981,2025-10-25 03:53:49.608166,A003047,A002946,4298.48
T0008157,2025-10-25 03:55:10.608166,A001850,A003083,2151.94
T0019571,2025-10-25 03:56:20.608166,A000589,A000539,7135.55
T0022844,2025-10-25 03:58:31.608166,A003892,A001880,50.0
T0005679,2025-10-25 04:00:39.608166,A000079,A004973,507.23
T0022834,2025-10-25 04:02:31.608166,A001887,A001880,4539.31
T0015968,2025-10-25 04:02:58.608166,A002499,A004611,668.17
T0001611,2025-10-25 04:09:59.608166,A003011,A003579,421.79
T0022847,2025-10-25 04:10:31.608166,A003780,A001880,1109.7
T0005290,2025-10-25 04:10:58.608166,A000703,A000525,1993.94
T0014560,2025-10-25 04:11:06.608166,A003858,A004145,2539.22
T0017030,2025-10-25 04:12:12.608166,A001393,A002552,1021.38
T0014400,2025-10-25 04:14:16.608166,A004265,A004169,715.36
T0006441,2025-10-25 04:16:24.608166,A001657,A004669,79.38
T0022851,2025-10-25 04:16:31.608166,A001203,A001880,50.0
T0019417,2025-10-25 04:17:58.608166,A000245,A000215,748.88
T0022831,2025-10-25 04:20:31.608166,A002942,A001880,5150.97
T0005940,2025-10-25 04:20:51.608166,A000330,A002443,426.67
T0011770,2025-10-25 04:21:40.608166,A003796,A004093,139.88
T0006243,2025-10-25 04:22:10.608166,A003283,A004402,553.38
T0022838,2025-10-25 04:25:31.608166,A001162,A001880,3471.07
T0002478,2025-10-25 04:26:16.608166,A001677,A003936,445.24
T0022863,2025-10-25 04:29:31.608166,A001880,A002974,5421.78
T0002612,2025-10-25 04:31:02.608166,A003401,A001401,352.92
T0010969,2025-10-25 04:31:44.608166,A001256,A002616,423.51
T0022843,2025-10-25 04:35:31.608166,A003556,A001880,105.85
T0022828,2025-10-25 04:37:31.608166,A000672,A001880,1761.52
T0022832,2025-10-25 04:39:31.608166,A003061,A001880,1111.52
T0012516,2025-10-25 04:41:03.608166,A002438,A001964,1408.25
T0016841,2025-10-25 04:42:19.608166,A003362,A000583,668.01
T0002636,2025-10-25 04:46:32.608166,A004614,A003304,1386.36
T0006649,2025-10-25 04:48:02.608166,A002643,A000298,1458.8
T0018536,2025-10-25 04:48:11.608166,A000997,A002596,4594.77
T0003643,2025-10-25 04:49:05.608166,A000655,A004577,604.65
T0001469,2025-10-25 04:51:30.608166,A004406,A001471,1150.32
T0005334,2025-10-25 04:52:15.608166,A004004,A003417,3159.99
T0001428,2025-10-25 04:53:48.608166,A002114,A002064,1698.99
T0022850,2025-10-25 04:54:31.608166,A000817,A001880,2487.54
T0016475,2025-10-25 04:55:30.608166,A000533,A003027,445.54
T0009678,2025-10-25 04:55:44.608166,A002746,A004258,1797.75
T0001201,2025-10-25 05:00:15.608166,A001102,A004639,4154.5
T0022836,2025-10-25 05:00:31.608166,A000272,A001880,741.72
T0022830,2025-10-25 05:00:31.608166,A002608,A001880,858.16
T0005526,2025-10-25 05:02:04.608166,A003354,A003431,1335.5
T0022860,2025-10-25 05:04:31.608166,A001880,A000381,578.99
T0019586,2025-10-25 05:10:30.608166,A002731,A004694,103.61
T0009618,2025-10-25 05:14:57.608166,A000485,A003228,124.48
T0022865,2025-10-25 05:15:31.608166,A001880,A001767,580.26
T0006989,2025-10-25 05:15:45.608166,A001992,A004306,764.5
T0001167,2025-10-25 05:16:02.608166,A004373,A002495,4046.83
T0002248,2025-10-25 05:16:04.608166,A003320,A003414,1259.18
T0022824,2025-10-25 05:16:31.608166,A004987,A001880,86.59
T0022867,2025-10-25 05:17:31.608166,A001880,A000118,3895.79
T0016157,2025-10-25 05:20:56.608166,A004287,A002503,2642.64
T0019492,2025-10-25 05:22:27.608166,A000239,A004071,310.09
T0000312,2025-10-25 05:24:25.608166,A004180,A003217,1742.75
T0022861,2025-10-25 05:25:31.608166,A001880,A002593,1150.04
T0008710,2025-10-25 05:25:55.608166,A001950,A001872,2225.86
T0014373,2025-10-25 05:29:05.608166,A004133,A004342,141.73
T0022826,2025-10-25 05:30:31.608166,A002774,A001880,777.92
T0022857,2025-10-25 05:30:31.608166,A001880,A003888,80.61
T0011055,2025-10-25 05:30:47.608166,A003111,A004832,121.0
T0022842,2025-10-25 05:35:31.608166,A000921,A001880,311.91
T0022855,2025-10-25 05:40:31.608166,A001880,A000084,2939.27
T0013718,2025-10-25 05:41:08.608166,A000233,A000682,1602.78
T0016456,2025-10-25 05:41:35.608166,A000996,A002522,2277.64
T0022829,2025-10-25 05:43:31.608166,A004070,A001880,1004.91
T0022827,2025-10-25 05:43:31.608166,A000802,A001880,1668.82
T0022833,2025-10-25 05:43:31.608166,A002679,A001880,476.92
T0022848,2025-10-25 05:43:31.608166,A002139,A001880,1218.8
T0011528,2025-10-25 05:43:40.608166,A002653,A001257,4277.48
T0007358,2025-10-25 05:44:35.608166,A003690,A002622,3221.56
T0015247,2025-10-25 05:45:08.608166,A002196,A000089,351.99
T0001881,2025-10-25 05:45:47.608166,A003973,A004074,1186.86
T0002658,2025-10-25 05:45:55.608166,A000622,A000480,227.74
T0016740,2025-10-25 05:46:43.608166,A001117,A000953,28.92
T0022841,2025-10-25 05:48:31.608166,A004639,A001880,1292.25
T0022871,2025-10-25 05:49:31.608166,A001880,A003804,2411.53
T0004046,2025-10-25 05:51:38.608166,A000197,A000992,213.93
T0022858,2025-10-25 05:52:31.608166,A001880,A003699,1473.74
T0019202,2025-10-25 05:54:29.608166,A003865,A003376,680.41
T0022853,2025-10-25 05:54:31.608166,A001880,A002592,152.74
T0010094,2025-10-25 05:54:38.608166,A003251,A001650,279.42
T0022825,2025-10-25 05:56:31.608166,A001988,A001880,708.06
T0022859,2025-10-25 05:59:31.608166,A001880,A002001,1669.7
T0016593,2025-10-25 06:02:10.608166,A001668,A002579,4195.74
T0013417,2025-10-25 06:02:43.608166,A004524,A003656,268.05
T0013202,2025-10-25 06:04:14.608166,A004723,A004579,198.29
T0008198,2025-10-25 06:04:20.608166,A001348,A003085,767.9
T0022839,2025-10-25 06:05:31.608166,A004048,A001880,1916.55
T0022835,2025-10-25 06:06:31.608166,A003876,A001880,3654.1
T0022837,2025-10-25 06:09:31.608166,A003575,A001880,1064.94
T0022868,2025-10-25 06:12:31.608166,A001880,A004595,1216.85
T0010186,2025-10-25 06:15:22.608166,A004411,A001822,719.61
T0005157,2025-10-25 06:15:39.608166,A000315,A002250,251.47
T0022849,2025-10-25 06:21:31.608166,A003300,A001880,179.15
T0016075,2025-10-25 06:21:39.608166,A000338,A004795,391.29
T0005612,2025-10-25 06:22:41.608166,A000884,A002148,758.42
T0003321,2025-10-25 06:22:51.608166,A003601,A004627,3530.21
T0022845,2025-10-25 06:25:31.608166,A001713,A001880,398.35
T0015153,2025-10-25 06:26:05.608166,A001704,A000428,1288.35
T0017294,2025-10-25 06:26:22.608166,A000088,A000517,1659.85
T0003332,2025-10-25 06:28:47.608166,A004203,A003278,2554.37
T0022862,2025-10-25 06:30:31.608166,A001880,A004900,1308.11
T0022854,2025-10-25 06:31:31.608166,A001880,A001450,3052.0
T0010372,2025-10-25 06:31:53.608166,A001684,A001156,2530.83
T0005336,2025-10-25 06:34:14.608166,A002625,A001395,635.76
T0002228,2025-10-25 06:34:22.608166,A004971,A001141,1115.57
T0022846,2025-10-25 06:34:31.608166,A002117,A001880,3712.9
T0022864,2025-10-25 06:35:31.608166,A001880,A000248,155.85
T0015334,2025-10-25 06:37:12.608166,A001951,A004314,1411.93
T0022870,2025-10-25 06:37:31.608166,A001880,A004646,848.94
T0014006,2025-10-25 06:37:33.608166,A001625,A004285,785.88
T0010519,2025-10-25 06:37:36.608166,A002483,A003644,116.84
T0003524,2025-10-25 06:37:39.608166,A000122,A001340,657.27
T0006454,2025-10-25 06:40:31.608166,A004230,A004875,726.11
T0014780,2025-10-25 06:41:02.608166,A002485,A003982,1217.2
T0022856,2025-10-25 06:42:31.608166,A001880,A001426,1109.14
T0022840,2025-10-25 06:42:31.608166,A001598,A001880,3500.83
T0007231,2025-10-25 06:43:39.608166,A001348,A002367,1848.38
T0001788,2025-10-25 06:44:35.608166,A004351,A000659,176.73
T0022823,2025-10-25 06:45:31.608166,A000692,A001880,719.24
T0004036,2025-10-25 06:46:31.608166,A004794,A004706,72.32
T0013340,2025-10-25 06:51:16.608166,A004837,A003736,2280.56
T0022866,2025-10-25 06:53:31.608166,A001880,A001898,575.56
T0022869,2025-10-25 06:54:31.608166,A001880,A001853,784.99
T0018688,2025-10-25 06:54:34.608166,A004606,A004781,776.38
T0005303,2025-10-25 06:54:41.608166,A002174,A002743,517.78
T0019798,2025-10-25 06:55:26.608166,A001829,A000101,1740.95
T0012133,2025-10-25 06:56:43.608166,A003201,A002299,377.46
T0019665,2025-10-25 06:57:02.608166,A003015,A003185,419.7
T0011325,2025-10-25 06:57:36.608166,A001668,A003105,3570.97
T0019066,2025-10-25 06:57:43.608166,A000660,A002341,3389.02
T0000803,2025-10-25 06:58:02.608166,A000228,A004995,1026.08
T0015778,2025-10-25 07:02:22.608166,A000192,A000458,217.96
T0000657,2025-10-25 07:03:13.608166,A001764,A001555,1807.8
T0019466,2025-10-25 07:04:26.608166,A004812,A001539,1710.26
T0001089,2025-10-25 07:06:04.608166,A004892,A000722,606.31
T0005465,2025-10-25 07:07:13.608166,A002684,A001176,1406.87
T0004101,2025-10-25 07:08:26.608166,A001911,A002433,1720.59
