tx_id,timestamp,sender,receiver,amount
T0024831,2025-11-13 00:12:27.608166,A001419,A003409,386.27
T0000521,2025-10-21 10:03:59.608166,A000999,A002525,1381.19
T0024677,2025-11-17 02:15:48.608166,A003301,A003289,1055.17
T0019150,2025-11-16 23:53:26.608166,A001909,A000546,907.83
T0018265,2025-10-21 13:32:31.608166,A000259,A001586,434.32
T0017089,2025-11-02 06:21:48.608166,A000844,A002108,962.0
T0022897,2025-10-23 05:57:25.608166,A001898,A004901,2301.54
T0006828,2025-11-02 22:28:53.608166,A003770,A000481,1856.45
T0015436,2025-11-02 15:03:28.608166,A004883,A001348,602.53
T0006400,2025-11-18 10:49:29.608166,A004310,A001824,333.52
T0002988,2025-11-13 19:19:51.608166,A000189,A001343,1503.91
T0025668,2025-10-20 23:45:10.608166,A004938,A004244,103.37
T0012240,2025-10-20 23:23:01.608166,A004617,A002429,2335.92
T0004502,2025-11-01 21:17:05.608166,A003801,A004197,1595.87
T0026404,2025-10-28 02:08:12.608166,A001826,A004943,160.39
T0026687,2025-11-07 07:33:57.608166,A003073,A000602,806.4
T0019439,2025-11-12 12:04:13.608166,A003367,A000467,2744.39
T0002508,2025-11-15 04:07:03.608166,A003869,A000847,209.56
T0006761,2025-11-18 01:42:46.608166,A003749,A001793,410.37
T0024581,2025-10-23 16:32:49.608166,A001739,A003206,1046.05
T0009071,2025-11-12 21:42:20.608166,A000493,A004435,1946.66
T0021252,2025-11-01 01:33:24.608166,A004680,A000901,523.57
T0000882,2025-10-29 14:50:42.608166,A003197,A002291,993.08
T0025522,2025-11-01 07:30:59.608166,A001079,A004180,437.29
T0001646,2025-10-27 19:38:29.608166,A003609,A004149,5644.29
T0021114,2025-11-04 09:12:42.608166,A000297,A000803,1616.48
T0001633,2025-10-28 14:12:43.608166,A004246,A001382,119.01
T0005605,2025-10-26 23:54:36.608166,A002627,A001480,6421.35
T0017163,2025-10-24 17:00:06.608166,A004978,A002598,160.36
T0004634,2025-11-16 10:52:56.608166,A002824,A003278,2562.08
T0004505,2025-10-21 23:45:21.608166,A002964,A001040,2087.2
T0001722,2025-11-15 19:24:33.608166,A003394,A001633,333.51
T0021818,2025-10-21 13:40:29.608166,A000861,A001234,2559.71
T0013408,2025-10-23 02:09:00.608166,A004000,A002212,23.23
T0015524,2025-11-19 11:47:55.608166,A004258,A004582,1206.03
T0024953,2025-11-18 09:10:59.608166,A000527,A003507,2411.08
T0009347,2025-10-31 05:19:11.608166,A000301,A001587,785.32
T0006610,2025-10-31 10:32:02.608166,A004328,A000768,256.95
T0013944,2025-11-19 15:49:34.608166,A004633,A003763,2801.96
T0020638,2025-11-17 16:08:43.608166,A000381,A001544,202.86
T0012405,2025-11-13 21:39:51.608166,A000914,A001133,1686.41
T0014330,2025-11-17 03:05:08.608166,A004191,A000957,569.53
T0011795,2025-10-26 13:41:26.608166,A002508,A002844,422.12
T0010006,2025-10-28 23:41:42.608166,A004804,A003467,103.03
T0008048,2025-11-04 04:32:31.608166,A003112,A001212,847.28
T0024710,2025-11-17 02:05:48.608166,A003289,A004943,561.1
T0003992,2025-11-15 07:47:44.608166,A001196,A000713,1022.48
T0014263,2025-11-08 21:16:43.608166,A003063,A004321,739.52
T0017290,2025-11-11 16:28:15.608166,A000717,A004260,1643.22
T0018731,2025-10-23 21:46:55.608166,A001000,A001315,317.51
T0025958,2025-10-31 03:05:18.608166,A003081,A004579,50.0
T0007197,2025-11-04 17:36:11.608166,A000839,A004973,277.87
T0001075,2025-11-13 15:06:54.608166,A000360,A003085,847.66
T0022483,2025-10-21 18:32:52.608166,A001670,A001681,417.97
T0003906,2025-11-02 13:21:14.608166,A003809,A004391,887.6
T0019641,2025-11-19 14:55:58.608166,A004620,A002853,1743.25
T0008878,2025-10-25 19:07:24.608166,A001191,A001957,472.07
T0017259,2025-10-28 15:25:40.608166,A001451,A001948,573.3
T0011513,2025-10-22 03:09:32.608166,A002999,A002454,725.64
T0007643,2025-10-30 20:39:53.608166,A000110,A003139,6486.72
T0009162,2025-10-26 22:35:48.608166,A002567,A000344,1177.46
T0005590,2025-11-08 00:17:34.608166,A002398,A000928,287.34
T0006299,2025-11-06 07:44:30.608166,A004628,A003677,347.87
T0008488,2025-11-12 20:45:50.608166,A001943,A003134,10.62
T0019484,2025-10-27 22:52:06.608166,A004991,A001697,439.39
T0013876,2025-11-09 16:00:33.608166,A001235,A001345,658.75
T0016945,2025-11-03 11:22:30.608166,A001980,A000941,259.18
T0007121,2025-11-10 23:51:21.608166,A001318,A002176,1733.27
T0009874,2025-10-20 23:33:23.608166,A001466,A003008,585.89
T0015300,2025-11-07 04:59:11.608166,A004395,A002654,920.51
T0001221,2025-10-30 18:25:27.608166,A004632,A004496,1768.88
T0017207,2025-11-15 18:31:04.608166,A000533,A003007,355.54
T0010469,2025-11-07 16:46:46.608166,A001329,A004363,1410.38
T0001400,2025-11-01 11:51:51.608166,A000398,A000237,5382.02
T0018541,2025-11-18 17:00:59.608166,A002778,A000688,657.84
T0008497,2025-11-05 08:50:57.608166,A001750,A003236,7142.78
T0014091,2025-11-02 14:55:02.608166,A000472,A004760,1770.93
T0005798,2025-11-07 02:51:00.608166,A001995,A002744,796.4
T0006952,2025-11-15 13:18:49.608166,A004810,A000349,1360.83
T0001208,2025-11-17 18:11:27.608166,A004687,A000762,1669.08
T0024201,2025-10-29 12:52:55.608166,A002974,A001692,1501.72
T0004785,2025-11-12 09:47:42.608166,A001747,A001507,620.53
T0006327,2025-10-27 00:30:24.608166,A004588,A002246,774.13
T0003848,2025-11-11 00:26:48.608166,A002231,A002408,279.56
T0026604,2025-10-24 20:54:05.608166,A003448,A004237,748.95
T0011622,2025-10-25 15:14:53.608166,A000460,A004347,368.81
T0015312,2025-11-02 20:31:58.608166,A001424,A002961,1547.24
T0020439,2025-10-29 21:09:07.608166,A000234,A000239,696.17
T0008686,2025-10-28 02:34:55.608166,A004270,A002433,1619.21
T0024436,2025-11-17 17:23:23.608166,A003098,A000072,2094.21
T0012122,2025-10-22 00:12:25.608166,A000795,A004769,2243.05
T0020621,2025-11-17 17:24:43.608166,A003758,A000381,2844.11
T0018646,2025-10-26 00:49:46.608166,A000802,A003066,990.76
T0024745,2025-11-10 19:58:49.608166,A000719,A003320,1708.4
T0011152,2025-11-19 00:44:10.608166,A001696,A001522,223.47
T0018709,2025-10-27 01:06:32.608166,A003858,A001360,746.32
T0004542,2025-10-28 03:48:31.608166,A002362,A004386,332.39
T0011403,2025-10-26 10:00:47.608166,A003136,A002525,3445.63
T0015733,2025-11-15 22:07:46.608166,A001243,A003427,952.32
T0004911,2025-10-26 04:10:35.608166,A003413,A001327,1073.45
T0019067,2025-10-30 03:30:25.608166,A004298,A001830,552.82
T0000373,2025-11-02 14:55:41.608166,A004283,A004643,1517.88
T0003447,2025-11-12 18:35:38.608166,A003210,A001888,1077.11
T0011558,2025-11-02 05:42:56.608166,A002071,A003432,788.29
T0020098,2025-11-19 07:28:15.608166,A002781,A000072,1854.39
T0013814,2025-10-28 01:54:13.608166,A002923,A000269,1572.34
T0004022,2025-11-17 09:52:43.608166,A004326,A003972,15.48
T0011476,2025-10-22 10:05:47.608166,A001688,A004120,2866.01
T0005805,2025-11-03 18:38:53.608166,A003806,A004046,127.73
T0004837,2025-11-09 07:58:58.608166,A003961,A003073,1594.63
T0024257,2025-11-15 22:35:22.608166,A001951,A003022,1852.54
T0018264,2025-11-07 22:26:49.608166,A004153,A002834,398.98
T0002955,2025-10-28 08:40:00.608166,A002170,A000618,2257.3
T0023158,2025-10-31 08:00:02.608166,A002237,A000701,1644.04
T0015105,2025-11-08 12:02:09.608166,A001423,A004454,2093.5
T0023910,2025-11-14 21:02:14.608166,A002665,A000360,1365.65
T0014552,2025-11-12 10:22:00.608166,A002271,A001186,307.21
T0026961,2025-11-08 08:28:57.608166,A001280,A000511,641.22
T0008942,2025-10-26 02:42:59.608166,A004399,A004019,2379.4
T0026985,2025-11-10 20:08:57.608166,A003320,A004329,1808.59
T0003864,2025-11-03 12:41:02.608166,A002809,A003804,291.26
T0014107,2025-11-14 23:05:03.608166,A004655,A002619,494.89
T0001893,2025-11-12 16:59:15.608166,A004418,A000379,4192.06
T0002252,2025-10-21 04:02:25.608166,A002917,A003622,679.62
T0023456,2025-11-10 02:06:02.608166,A002399,A002242,1175.91
T0002760,2025-10-28 10:47:07.608166,A002253,A002846,378.64
T0001482,2025-11-17 06:13:56.608166,A003143,A003037,873.13
T0003555,2025-11-19 17:55:25.608166,A004884,A002335,738.52
T0014389,2025-10-25 16:10:09.608166,A004558,A000342,145.11
T0013299,2025-10-23 13:23:17.608166,A002773,A004357,2057.78
T0000553,2025-11-09 22:27:07.608166,A004086,A000235,4776.85
T0024988,2025-10-22 20:07:26.608166,A003568,A004236,1366.6
T0003327,2025-11-09 09:57:19.608166,A000498,A002075,1933.76
T0013223,2025-11-01 07:36:05.608166,A002959,A000334,2121.48
T0010989,2025-10-25 09:25:16.608166,A003522,A003398,34.81
T0020871,2025-11-01 20:14:27.608166,A002898,A000577,4464.07
T0004646,2025-11-02 14:57:38.608166,A002632,A002408,441.95
T0002235,2025-10-27 21:25:30.608166,A004157,A002004,6725.41
T0016566,2025-11-13 05:28:51.608166,A003520,A002019,723.83
T0002837,2025-11-14 10:58:39.608166,A000750,A004687,1967.84
T0005700,2025-11-14 02:42:03.608166,A001611,A004443,1722.35
T0021860,2025-10-25 19:27:56.608166,A000848,A001271,873.84
T0024584,2025-10-23 18:07:49.608166,A000140,A003206,4162.26
T0001531,2025-10-27 12:52:50.608166,A000635,A004020,2528.05
T0006003,2025-10-28 17:07:58.608166,A001475,A001883,664.22
T0000089,2025-11-01 04:43:26.608166,A001306,A002862,2691.92
T0001493,2025-10-26 16:26:13.608166,A004561,A000328,1079.62
T0025685,2025-10-21 02:16:10.608166,A004244,A004945,688.11
T0006403,2025-11-18 09:52:21.608166,A003954,A000209,429.27
T0000512,2025-11-03 01:13:45.608166,A000265,A001479,498.73
T0007254,2025-10-26 21:58:33.608166,A004296,A000254,2676.4
T0008953,2025-11-14 13:22:45.608166,A000516,A004900,2474.45
T0008110,2025-11-06 19:24:10.608166,A002952,A002073,434.44
T0010326,2025-11-07 03:38:09.608166,A001444,A001876,182.86
T0016092,2025-11-13 07:40:09.608166,A001457,A003491,764.83
T0011043,2025-11-03 14:37:40.608166,A004069,A003992,1541.4
T0005727,2025-10-23 10:01:34.608166,A002904,A003399,374.31
T0011201,2025-11-19 04:47:43.608166,A000052,A004775,1737.35
T0010465,2025-11-16 20:42:38.608166,A000199,A003329,734.95
T0022720,2025-11-08 18:48:02.608166,A001813,A004646,838.37
T0024708,2025-11-17 01:35:48.608166,A003289,A001880,1426.04
T0022738,2025-11-08 18:08:02.608166,A001813,A003244,1691.02
T0000623,2025-11-04 23:09:31.608166,A004670,A002222,1208.22
T0003603,2025-10-26 11:27:37.608166,A004898,A003807,41.37
T0000207,2025-11-10 07:48:44.608166,A000748,A002384,354.93
T0008755,2025-11-11 18:37:22.608166,A001965,A001893,1015.59
T0000529,2025-11-13 13:40:10.608166,A000771,A004329,2989.17
T0015638,2025-11-01 05:40:07.608166,A001106,A001754,497.41
T0011642,2025-11-06 14:32:14.608166,A004123,A003921,1621.21
T0021434,2025-10-24 04:57:12.608166,A002589,A001024,2840.7
T0004019,2025-11-13 07:19:37.608166,A003702,A000894,754.61
T0006565,2025-10-30 14:06:28.608166,A004711,A001659,2593.78
T0019516,2025-11-12 05:18:42.608166,A002240,A000628,318.34
T0010071,2025-11-11 05:20:22.608166,A001361,A001560,2579.85
T0010550,2025-10-30 19:56:11.608166,A004248,A004629,71.38
T0020495,2025-10-24 11:09:18.608166,A000244,A003788,1822.84
T0026289,2025-11-15 09:32:29.608166,A001892,A004900,4205.38
T0003710,2025-11-12 22:11:40.608166,A002667,A003068,4796.61
T0022148,2025-11-03 21:30:39.608166,A000021,A001542,2212.52
T0010528,2025-10-22 07:17:42.608166,A004308,A003967,1527.64
T0008117,2025-11-11 06:05:27.608166,A000545,A001770,80.31
T0004819,2025-11-07 20:19:11.608166,A001616,A004527,796.63
T0017150,2025-10-23 03:10:58.608166,A001639,A000175,247.51
T0016608,2025-10-21 10:36:31.608166,A000941,A003013,59.44
T0024978,2025-10-22 17:37:26.608166,A004502,A003568,910.2
T0000857,2025-11-08 08:20:00.608166,A004835,A002891,1343.58
T0017773,2025-11-18 02:35:37.608166,A004587,A001398,1413.21
T0006041,2025-11-16 14:40:03.608166,A002084,A004177,763.0
T0001706,2025-11-13 04:23:09.608166,A002333,A000163,4806.59
T0001462,2025-10-31 03:12:12.608166,A000729,A003321,582.39
T0000086,2025-10-22 21:48:30.608166,A004446,A000924,300.61
T0025629,2025-11-04 19:34:56.608166,A002921,A004237,133.67
T0009541,2025-11-07 22:43:07.608166,A004262,A003789,704.02
T0013110,2025-10-21 21:30:59.608166,A002240,A000674,1004.74
T0002801,2025-10-21 20:37:36.608166,A001155,A004954,3633.08
T0025755,2025-10-23 17:52:19.608166,A000995,A004329,611.25
T0016115,2025-11-11 08:02:20.608166,A000632,A000783,501.25
T0005320,2025-10-31 19:28:08.608166,A002858,A003247,2095.77
T0000099,2025-11-12 17:55:33.608166,A000473,A001156,910.39
T0014809,2025-10-21 14:20:18.608166,A004007,A004179,309.12
T0015502,2025-10-23 08:58:22.608166,A004019,A002719,1775.45
T0024472,2025-11-17 12:18:00.608166,A003118,A002001,3298.64
T0017012,2025-10-31 23:00:10.608166,A001601,A004536,532.59
T0017551,2025-10-28 11:29:49.608166,A001851,A001465,606.65
T0012383,2025-10-27 09:36:16.608166,A002930,A000013,5073.78
T0016971,2025-11-10 14:22:08.608166,A000068,A002851,1114.48
T0001481,2025-11-19 18:24:55.608166,A003401,A002373,292.79
T0021638,2025-10-29 23:36:44.608166,A003461,A001103,325.08
T0020249,2025-11-16 23:20:39.608166,A004524,A000118,1631.91
T0006809,2025-10-26 20:22:57.608166,A001493,A001532,1860.86
T0021111,2025-11-04 09:11:42.608166,A002203,A000803,229.11
T0005276,2025-11-10 17:16:27.608166,A003568,A004695,2632.97
T0019390,2025-11-03 23:24:31.608166,A000373,A004790,414.43
T0007800,2025-10-22 11:11:24.608166,A001621,A002960,3780.55
T0017154,2025-11-17 13:16:21.608166,A004549,A002440,740.2
T0004071,2025-11-01 20:29:43.608166,A001833,A003793,34.5
T0002843,2025-11-15 14:51:27.608166,A001795,A003594,66.08
T0022246,2025-10-31 17:31:03.608166,A001580,A003041,5437.3
T0006722,2025-11-14 10:13:04.608166,A004867,A004356,5643.78
T0014902,2025-11-15 17:25:50.608166,A004431,A003370,417.68
T0025005,2025-10-26 00:45:41.608166,A001540,A003635,3923.21
T0025359,2025-10-27 22:53:06.608166,A003983,A001182,2047.62
T0026209,2025-10-29 08:30:40.608166,A001651,A004835,1640.43
T0024756,2025-11-10 20:54:49.608166,A002129,A003320,2379.44
T0016415,2025-11-08 08:50:43.608166,A004583,A000998,8260.95
T0003679,2025-11-08 23:07:05.608166,A004910,A002896,40.63
T0020960,2025-11-17 12:37:50.608166,A001974,A000671,593.92
T0002599,2025-11-05 18:57:37.608166,A002055,A001059,50.88
T0003547,2025-11-13 01:48:29.608166,A004354,A001173,2549.4
T0025456,2025-10-30 15:02:12.608166,A004134,A004329,419.87
T0008257,2025-10-31 09:19:57.608166,A000472,A000820,166.85
T0013077,2025-11-13 12:50:00.608166,A002706,A002427,4784.62
T0019151,2025-10-22 02:48:06.608166,A001245,A000648,1991.74
T0002735,2025-10-25 12:49:35.608166,A000820,A002156,2006.86
T0014241,2025-11-14 12:01:19.608166,A003557,A001150,2245.81
T0023424,2025-11-13 18:11:14.608166,A001263,A002389,1740.25
T0005601,2025-11-19 05:58:09.608166,A004176,A002853,223.53
T0025225,2025-11-16 11:06:07.608166,A000196,A003888,1615.27
T0016119,2025-10-30 15:16:40.608166,A000614,A001248,516.33
T0020459,2025-10-29 20:47:07.608166,A000239,A004905,1403.57
T0008683,2025-10-24 02:23:37.608166,A002591,A003643,1220.91
T0008351,2025-11-08 22:24:29.608166,A004816,A001875,1830.35
T0019903,2025-11-19 00:05:10.608166,A004020,A003421,2639.41
T0023891,2025-11-14 21:08:14.608166,A000171,A002665,1961.57
T0011245,2025-11-04 07:42:04.608166,A003341,A001541,2022.3
T0013591,2025-10-30 13:23:27.608166,A004439,A002895,349.56
T0023489,2025-11-19 00:20:23.608166,A002415,A002001,4218.33
T0005278,2025-10-25 19:45:18.608166,A004459,A002676,562.53
T0007346,2025-11-07 07:18:08.608166,A002563,A000520,3407.04
T0012147,2025-11-19 00:43:26.608166,A002524,A002590,1325.83
T0023225,2025-11-04 05:20:27.608166,A004088,A002277,2020.52
T0006282,2025-10-28 01:51:04.608166,A003698,A000621,702.56
T0010822,2025-10-21 08:48:56.608166,A004875,A002599,361.56
T0026452,2025-11-14 11:22:32.608166,A004864,A004945,1444.97
T0012991,2025-10-26 18:29:57.608166,A004756,A004310,1931.48
T0000927,2025-10-30 07:42:58.608166,A002810,A002350,6043.88
T0009790,2025-11-08 09:28:54.608166,A000347,A000170,427.15
T0004513,2025-11-06 08:57:39.608166,A003934,A003754,3991.38
T0025821,2025-11-06 04:20:20.608166,A001166,A004429,487.39
T0019315,2025-11-01 20:05:45.608166,A000937,A001419,457.42
T0013218,2025-10-21 23:36:13.608166,A003749,A001000,176.01
T0004922,2025-10-31 07:47:15.608166,A001325,A002805,1792.79
T0003187,2025-11-01 09:43:25.608166,A002710,A001959,3552.95
T0016334,2025-10-27 01:34:56.608166,A002407,A004951,2144.04
T0009507,2025-10-30 08:16:15.608166,A000407,A003865,1758.21
T0003708,2025-11-02 22:46:56.608166,A004512,A004284,1216.04
T0014770,2025-10-31 00:10:28.608166,A000807,A003710,218.3
T0010169,2025-11-07 01:15:59.608166,A003543,A004543,3255.65
T0008109,2025-10-25 18:36:09.608166,A001023,A003269,354.95
T0022876,2025-10-23 05:32:25.608166,A000332,A001898,123.12
T0008347,2025-11-19 07:26:33.608166,A004258,A003686,594.36
T0000103,2025-11-05 16:17:09.608166,A003395,A000747,1493.64
T0021954,2025-10-25 02:03:17.608166,A001366,A000803,48.88
T0003124,2025-11-02 22:53:01.608166,A002581,A000051,944.6
T0008904,2025-10-31 17:00:29.608166,A003980,A002027,1291.7
T0022996,2025-10-23 02:21:48.608166,A003258,A002142,692.33
T0012428,2025-11-11 00:12:53.608166,A002084,A001136,748.12
T0006802,2025-11-19 18:05:00.608166,A000826,A001801,1216.35
T0016034,2025-11-06 18:32:50.608166,A003802,A002506,6084.36
T0015056,2025-10-22 03:45:55.608166,A001972,A000756,4099.2
T0014246,2025-11-15 00:02:08.608166,A004184,A002928,739.24
T0026645,2025-11-10 15:19:57.608166,A001702,A004103,2235.75
T0013358,2025-10-22 10:04:23.608166,A001184,A003454,509.48
T0016253,2025-10-24 23:48:27.608166,A004515,A002268,426.7
T0025833,2025-11-06 05:29:20.608166,A004429,A000793,56.01
T0020068,2025-11-11 14:04:01.608166,A003850,A000031,1198.37
T0014001,2025-10-30 10:13:12.608166,A000089,A004375,1573.36
T0011852,2025-11-09 02:29:30.608166,A003354,A001255,5927.98
T0005569,2025-11-07 09:03:25.608166,A002589,A000614,2167.56
T0014488,2025-11-06 10:45:45.608166,A000247,A003020,1305.91
T0015961,2025-11-12 00:12:45.608166,A004600,A001663,3013.82
T0006848,2025-11-18 06:42:55.608166,A001852,A000485,337.5
T0016610,2025-10-21 13:54:54.608166,A004861,A003050,832.72
T0024573,2025-10-23 16:52:49.608166,A001399,A003206,2752.8
T0025805,2025-11-06 03:25:20.608166,A004477,A004429,2405.21
T0002081,2025-11-11 14:12:21.608166,A002698,A004126,2774.02
T0014746,2025-11-13 03:35:23.608166,A004794,A002503,1803.56
T0022407,2025-10-24 06:18:08.608166,A002050,A001653,1668.74
T0017996,2025-11-16 08:29:20.608166,A000110,A002103,1300.62
T0005795,2025-11-11 06:36:12.608166,A002119,A003659,2032.32
T0007689,2025-11-10 16:00:46.608166,A002961,A001531,1116.86
T0002869,2025-10-26 22:44:17.608166,A003906,A003250,2844.84
T0010361,2025-11-10 00:43:28.608166,A000772,A003084,936.97
T0020297,2025-11-03 15:47:20.608166,A000641,A000119,50.0
T0023995,2025-10-26 21:56:35.608166,A002152,A002833,59.49
T0008905,2025-11-19 11:41:44.608166,A003334,A001323,1845.81
T0005956,2025-10-30 18:03:42.608166,A003287,A001526,934.3
T0005169,2025-10-21 00:33:18.608166,A002965,A002401,4802.43
T0001029,2025-10-31 22:51:39.608166,A001273,A002122,526.93
T0016680,2025-10-28 19:41:43.608166,A000499,A002563,3978.36
T0016168,2025-11-02 11:05:39.608166,A000574,A001636,559.85
T0008111,2025-11-03 18:31:16.608166,A003538,A000364,1325.65
T0002409,2025-10-27 16:13:27.608166,A000995,A004036,761.35
T0025491,2025-11-05 06:51:34.608166,A004172,A001495,1475.79
T0009839,2025-11-04 19:18:25.608166,A003733,A002883,1578.37
T0005950,2025-10-25 17:38:12.608166,A000306,A000036,1493.99
T0002912,2025-10-29 03:17:33.608166,A004619,A004423,3157.19
T0010205,2025-11-06 07:21:02.608166,A001991,A004327,1101.19
T0011327,2025-11-11 17:15:14.608166,A003421,A003160,542.36
T0023544,2025-11-11 22:10:50.608166,A002071,A002465,1591.97
T0017253,2025-11-06 04:52:08.608166,A004135,A003903,302.92
T0016691,2025-11-07 18:10:35.608166,A001641,A002104,18.32
T0018711,2025-11-12 23:19:39.608166,A001161,A001988,1287.66
T0016883,2025-10-23 15:46:12.608166,A003333,A001517,1991.9
T0003142,2025-10-30 19:52:41.608166,A000752,A002506,1937.64
T0003466,2025-10-30 20:04:58.608166,A002977,A000681,2425.2
T0012747,2025-10-30 20:30:06.608166,A001362,A004480,2023.41
T0000498,2025-11-10 12:38:42.608166,A000641,A000163,669.54
T0025289,2025-10-26 21:43:11.608166,A000820,A003941,1341.94
T0005362,2025-10-26 02:53:50.608166,A004995,A002199,1641.6
T0016112,2025-10-23 01:32:10.608166,A000890,A001600,180.94
T0006134,2025-11-06 01:14:23.608166,A001654,A004398,876.82
T0015285,2025-11-02 20:12:51.608166,A002821,A001464,489.93
T0008401,2025-10-25 00:09:25.608166,A003142,A000078,99.89
T0004232,2025-11-07 01:59:04.608166,A002963,A000563,1511.61
T0001337,2025-10-25 08:05:13.608166,A003494,A003373,2759.23
T0025790,2025-11-12 20:48:54.608166,A004403,A002837,1808.86
T0002479,2025-10-24 20:07:16.608166,A001401,A002452,1179.01
T0021769,2025-10-30 14:04:27.608166,A004724,A001213,863.17
T0009797,2025-10-24 02:48:08.608166,A004627,A003641,1375.84
T0020860,2025-11-01 17:33:53.608166,A000574,A002923,4329.04
T0005282,2025-10-30 09:59:49.608166,A001767,A003470,2695.7
T0001449,2025-10-24 05:33:11.608166,A001513,A001603,854.81
T0018309,2025-10-23 06:10:48.608166,A002656,A002301,3293.39
T0016917,2025-11-02 13:21:36.608166,A002607,A004099,4223.02
T0013816,2025-11-17 09:23:04.608166,A001305,A002927,1179.4
T0001697,2025-11-05 23:34:32.608166,A003814,A004772,1515.35
T0001052,2025-10-31 17:27:51.608166,A001467,A000593,1012.36
T0021081,2025-10-22 10:28:39.608166,A000775,A004747,222.66
T0012869,2025-11-14 03:15:44.608166,A004443,A001793,1882.88
T0025738,2025-10-23 18:25:19.608166,A002272,A004329,295.92
T0025405,2025-10-26 07:18:21.608166,A003952,A004103,7028.51
T0013007,2025-10-26 07:46:38.608166,A001632,A001755,428.36
T0006614,2025-11-17 22:46:44.608166,A004291,A003124,33.77
T0002433,2025-10-26 08:00:04.608166,A003750,A004597,1613.41
T0017228,2025-10-22 07:42:32.608166,A004105,A000798,2269.94
T0019105,2025-11-09 16:58:40.608166,A000859,A001928,1108.86
T0024647,2025-11-02 04:18:54.608166,A003179,A003286,7321.76
T0027008,2025-11-14 20:34:57.608166,A003409,A003286,687.59
T0014239,2025-11-17 20:09:54.608166,A004568,A003467,1031.94
T0000380,2025-11-14 08:57:01.608166,A000744,A004844,390.1
T0000227,2025-11-10 08:50:53.608166,A003723,A003447,75.64
T0012653,2025-11-06 02:07:38.608166,A001308,A003850,3138.68
T0021906,2025-10-24 17:05:10.608166,A001309,A002967,4575.5
T0007808,2025-10-31 11:00:28.608166,A000775,A004212,25.97
T0021322,2025-11-18 05:25:32.608166,A003662,A000996,4114.27
T0010987,2025-10-29 22:55:34.608166,A000061,A004259,144.57
T0017896,2025-10-25 23:51:45.608166,A000467,A001694,1625.72
T0016250,2025-10-25 21:13:27.608166,A002094,A000981,126.18
T0014714,2025-11-15 22:01:25.608166,A003895,A004893,106.33
T0015940,2025-11-10 23:43:14.608166,A001148,A002723,241.92
T0021850,2025-10-21 12:23:29.608166,A001234,A001746,76.74
T0017311,2025-10-30 14:46:37.608166,A001728,A000625,1625.12
T0008522,2025-10-30 07:09:30.608166,A004834,A003564,251.08
T0000840,2025-11-05 15:49:52.608166,A003235,A004049,823.17
T0015055,2025-11-18 13:18:59.608166,A002713,A001252,807.13
T0011956,2025-11-01 20:53:59.608166,A000022,A000475,1421.83
T0007798,2025-10-23 11:36:09.608166,A002180,A002114,564.78
T0000891,2025-11-08 19:27:58.608166,A000230,A003056,77.99
T0012399,2025-11-02 20:03:16.608166,A002877,A000702,652.65
T0002076,2025-10-22 15:19:54.608166,A004965,A002037,1157.12
T0025838,2025-11-06 05:00:20.608166,A004429,A000112,159.44
T0018087,2025-10-29 01:20:27.608166,A002769,A002408,232.36
T0014701,2025-11-12 13:10:53.608166,A004657,A003418,179.5
T0024805,2025-11-13 21:07:34.608166,A000681,A003390,98.15
T0013813,2025-11-01 23:53:26.608166,A003336,A003586,3490.12
T0011046,2025-10-23 22:30:28.608166,A004609,A003521,830.19
T0022500,2025-10-21 19:03:52.608166,A001681,A001898,3152.92
T0019197,2025-10-22 02:15:11.608166,A004101,A001261,497.62
T0021652,2025-10-30 01:51:44.608166,A001103,A003069,762.95
T0003872,2025-11-11 09:51:02.608166,A004052,A002004,1506.71
T0021789,2025-10-30 13:06:27.608166,A001213,A001271,3386.0
T0007653,2025-11-06 17:39:18.608166,A001773,A004672,537.52
T0022740,2025-11-08 17:27:02.608166,A001813,A004232,3015.17
T0021128,2025-11-04 09:36:42.608166,A000803,A004232,4922.11
T0003290,2025-10-24 22:31:23.608166,A000956,A004002,336.02
T0011925,2025-10-30 06:13:59.608166,A002226,A003304,6137.8
T0015505,2025-11-02 16:07:13.608166,A001923,A000560,2134.43
T0025766,2025-10-23 18:48:19.608166,A004329,A004662,335.78
T0002155,2025-10-26 16:24:49.608166,A001106,A002180,4224.01
T0023563,2025-11-11 21:36:50.608166,A002465,A004646,1871.26
T0009085,2025-11-09 17:07:05.608166,A003115,A002135,518.46
T0009531,2025-11-05 18:09:43.608166,A001857,A004784,8365.62
T0016850,2025-11-08 10:56:49.608166,A002316,A002416,250.67
T0007737,2025-11-13 23:21:00.608166,A002858,A001465,461.87
T0025198,2025-11-04 03:08:42.608166,A001372,A003804,1424.73
T0001844,2025-11-14 16:13:38.608166,A004896,A000221,2284.5
T0022353,2025-10-23 11:00:30.608166,A001621,A000328,1119.73
T0007812,2025-11-10 16:50:48.608166,A000120,A001309,2777.28
T0017799,2025-11-05 07:30:10.608166,A000541,A004501,772.03
T0025926,2025-11-10 16:41:22.608166,A001557,A004557,1910.78
T0003870,2025-10-30 21:42:49.608166,A003881,A002519,1418.02
T0001328,2025-10-29 00:41:12.608166,A000465,A001142,355.33
T0007417,2025-10-30 20:44:06.608166,A003821,A001326,253.64
T0025401,2025-10-26 07:31:21.608166,A004967,A004103,3111.08
T0002206,2025-11-03 05:49:29.608166,A001512,A004400,210.43
T0005886,2025-11-01 04:20:54.608166,A002040,A003048,1098.53
