account_id,is_mule,inbound_count_24h,inbound_sum_24h,inbound_unique_senders_24h,inbound_count_7d,inbound_sum_7d,inbound_unique_senders_7d,outbound_count_24h,outbound_sum_24h,outbound_unique_receivers_24h,outbound_count_7d,outbound_sum_7d,outbound_unique_receivers_7d,pct_forwarded_7d,avg_forward_delay_seconds,in_degree_7d,out_degree_7d,pagerank_7d,count_in_out_ratio_7d,many_inbound_senders_24h_flag,burstiness_24h_vs_7d
A001213,0,2.0,4320.99,2.0,4.0,5583.71,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,4,0,0.0008163911643952305,4000000001.0,0,3.4999999938750004
A001214,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4162.22,1.0,4162220000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001216,0,0.0,0.0,0.0,1.0,2335.99,1.0,1.0,508.44,1.0,5.0,6637.88,5.0,2.8415703834336443,259896.0,1,5,0.00011836555018979238,0.20000000016000002,0,0.0
A001217,0,0.0,0.0,0.0,1.0,753.51,1.0,1.0,3240.7,1.0,5.0,10153.42,5.0,13.474831123656655,157908.0,1,5,0.00011836555018979238,0.20000000016000002,0,0.0
A001218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,642.32,1.0,642320000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001219,0,0.0,0.0,0.0,1.0,1981.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0001832192366714926,1000000001.0,0,0.0
A001220,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,835.4200000000001,2.0,835420000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001221,0,0.0,0.0,0.0,1.0,860.81,1.0,0.0,0.0,0.0,2.0,1213.8899999999999,2.0,1.4101718149168687,-1.0,1,2,0.00010659661505046933,0.50000000025,0,0.0
A001222,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.55,1.0,166550000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001223,0,1.0,321.35,1.0,2.0,4452.150000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.00018748332355141966,2000000001.0,0,3.49999998775
A001224,0,0.0,0.0,0.0,1.0,3453.63,1.0,0.0,0.0,0.0,1.0,1759.29,1.0,0.5094031497292676,150787.0,1,1,0.00015367235560776154,1.0,0,0.0
A001225,0,1.0,1304.29,1.0,1.0,1304.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00025039379289206327,1000000001.0,0,6.999999951
A001226,0,0.0,0.0,0.0,2.0,2013.84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0001686748582618499,2000000001.0,0,0.0
A001227,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6945.33,2.0,6945329999999.999,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001228,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3651.35,1.0,3651349999999.9995,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001229,0,1.0,1209.71,1.0,5.0,9309.07,5.0,0.0,0.0,0.0,2.0,2390.92,2.0,0.2568376862564943,193433.66666666666,5,2,0.001100912216408104,2.49999999925,0,1.39999999804
A001230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,651.21,1.0,651210000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001231,0,0.0,0.0,0.0,1.0,184.7,1.0,0.0,0.0,0.0,1.0,1217.41,1.0,6.591283161848451,-1.0,1,1,0.00016114349060769166,1.0,0,0.0
A001232,0,0.0,0.0,0.0,1.0,2841.86,1.0,0.0,0.0,0.0,2.0,3495.0099999999998,2.0,1.2298318706758145,-1.0,1,2,0.0001007121474808078,0.50000000025,0,0.0
A001233,0,1.0,2880.13,1.0,1.0,2880.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00022284074664978857,1000000001.0,0,6.999999951
A001234,0,0.0,0.0,0.0,4.0,2456.46,4.0,0.0,0.0,0.0,1.0,7645.82,1.0,3.1125359256804046,-1.0,4,1,0.0006169345738889115,3.9999999969999998,0,0.0
A001235,0,2.0,6513.42,2.0,4.0,8793.48,4.0,0.0,0.0,0.0,1.0,346.98,1.0,0.03945878082396964,-1.0,4,1,0.0002576191642196503,3.9999999969999998,0,3.4999999938750004
A001236,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,475.48,1.0,475480000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001238,0,1.0,1691.12,1.0,2.0,2813.3599999999997,2.0,0.0,0.0,0.0,1.0,704.98,1.0,0.25058293286310657,-1.0,2,1,0.000407061644172301,1.999999999,0,3.49999998775
A001240,0,0.0,0.0,0.0,1.0,967.42,1.0,0.0,0.0,0.0,1.0,126.03,1.0,0.13027433792961665,-1.0,1,1,0.0001007121474808078,1.0,0,0.0
A001241,0,0.0,0.0,0.0,3.0,11598.279999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3,0,0.0005165601256122265,3000000001.0,0,0.0
A001242,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,838.39,1.0,1.0,838.39,1.0,838389999999.9999,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001243,0,0.0,0.0,0.0,2.0,4702.13,2.0,0.0,0.0,0.0,1.0,952.32,1.0,0.20252949195360345,14253.0,2,1,0.00013793763629624115,1.999999999,0,0.0
A001244,0,1.0,119.59,1.0,1.0,119.59,1.0,1.0,493.3,1.0,1.0,493.3,1.0,4.124926833312777,-1.0,1,1,0.00027834851807751235,1.0,0,6.999999951
A001245,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5803.150000000001,2.0,5803150000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001246,0,1.0,3313.81,1.0,3.0,4490.41,3.0,0.0,0.0,0.0,2.0,1125.84,2.0,0.2507209809348699,166159.0,3,2,0.0002745952745157574,1.49999999975,0,2.333333327888889
A001247,0,0.0,0.0,0.0,1.0,3764.45,1.0,0.0,0.0,0.0,2.0,4751.8,2.0,1.2622826707749442,114990.0,1,2,0.00020323533291003148,0.50000000025,0,0.0
A001248,0,0.0,0.0,0.0,1.0,3037.2,1.0,2.0,822.22,2.0,3.0,5178.070000000001,3.0,1.7048827867767338,252802.0,1,3,0.0002685908811443309,0.33333333355555556,0,0.0
A001249,0,0.0,0.0,0.0,1.0,240.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A001250,0,0.0,0.0,0.0,2.0,935.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0001519050889044974,2000000001.0,0,0.0
A001251,0,1.0,1119.75,1.0,1.0,1119.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00014086930417092495,1000000001.0,0,6.999999951
A001252,0,0.0,0.0,0.0,1.0,807.13,1.0,1.0,862.59,1.0,2.0,6588.21,2.0,8.162514093134734,61068.0,1,2,0.00015367235560776154,0.50000000025,0,0.0
A001253,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4994.21,3.0,4994210000000.0,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A001254,0,1.0,1097.04,1.0,3.0,9485.77,3.0,0.0,0.0,0.0,1.0,10723.29,1.0,1.1304606795229981,-1.0,3,1,0.0003168625835694135,2.999999998,0,2.333333327888889
A001256,0,0.0,0.0,0.0,1.0,6574.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011659828348652824,1000000001.0,0,0.0
A001258,0,0.0,0.0,0.0,1.0,52.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00018903710068324817,1000000001.0,0,0.0
A001259,0,0.0,0.0,0.0,1.0,1186.1,1.0,0.0,0.0,0.0,2.0,2377.24,2.0,2.00424922013152,337458.0,1,2,0.00019390930732479796,0.50000000025,0,0.0
A001260,0,0.0,0.0,0.0,1.0,1532.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.000181588403390548,1000000001.0,0,0.0
A001261,0,0.0,0.0,0.0,1.0,645.42,1.0,1.0,1533.58,1.0,2.0,1604.1499999999999,2.0,2.4854358402242176,64253.0,1,2,0.00014837055549796912,0.50000000025,0,0.0
A001262,0,0.0,0.0,0.0,1.0,782.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00017367569247987935,1000000001.0,0,0.0
A001263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1740.25,1.0,1740250000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001264,0,0.0,0.0,0.0,1.0,759.3,1.0,1.0,291.22,1.0,1.0,291.22,1.0,0.3835374687206855,225533.0,1,1,0.00022222656249296557,1.0,0,0.0
A001265,0,0.0,0.0,0.0,1.0,382.84,1.0,0.0,0.0,0.0,2.0,1639.79,2.0,4.2832253682888854,-1.0,1,2,0.00015367235560776154,0.50000000025,0,0.0
A001267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1326.1200000000001,2.0,1326120000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001268,0,0.0,0.0,0.0,1.0,51.06,1.0,0.0,0.0,0.0,4.0,5000.45,4.0,97.9328241265583,101301.0,1,4,0.00011836555018979238,0.2500000001875,0,0.0
A001269,0,1.0,824.85,1.0,2.0,1614.9,2.0,0.0,0.0,0.0,2.0,644.88,2.0,0.3993312279395632,-1.0,2,2,0.0004791400948891499,1.0,0,3.49999998775
A001270,0,0.0,0.0,0.0,2.0,3542.66,2.0,1.0,961.09,1.0,1.0,961.09,1.0,0.27129049922931603,104285.5,2,1,0.0002142040149586527,1.999999999,0,0.0
A001271,0,2.0,1955.6399999999999,2.0,3.0,3495.59,3.0,1.0,1117.36,1.0,1.0,1117.36,1.0,0.31964847135953595,86207.5,3,1,0.000417622741460518,2.999999998,0,4.666666655777778
A001272,0,1.0,261.02,1.0,1.0,261.02,1.0,0.0,0.0,0.0,1.0,19.2,1.0,0.0735575817942167,-1.0,1,1,0.00010659661505046933,1.0,0,6.999999951
A001274,0,1.0,1270.25,1.0,2.0,2072.77,2.0,0.0,0.0,0.0,1.0,2215.56,1.0,1.0688884922103905,-1.0,2,1,0.00019721356275852545,1.999999999,0,3.49999998775
A001275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4268.58,1.0,4268579999999.9995,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5212.8,3.0,5212800000000.0,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A001277,0,0.0,0.0,0.0,1.0,171.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0003195314532800171,1000000001.0,0,0.0
A001278,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2787.31,1.0,2.0,3221.62,2.0,3221619999999.9995,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001279,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,321.35,1.0,1.0,321.35,1.0,321350000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001280,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1499.33,2.0,1499329999999.9998,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001281,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1983.71,1.0,2.0,2336.33,2.0,2336330000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001282,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2487.89,1.0,3.0,3854.81,3.0,3854809999999.9995,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A001283,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1051.4,2.0,1051400000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001284,0,0.0,0.0,0.0,2.0,1539.2199999999998,2.0,0.0,0.0,0.0,2.0,2985.2300000000005,2.0,1.9394433544250085,75369.5,2,2,0.0002482177687844576,1.0,0,0.0
A001286,0,1.0,109.18,1.0,1.0,109.18,1.0,0.0,0.0,0.0,1.0,2165.31,1.0,19.832478475729687,-1.0,1,1,0.00021368236622411498,1.0,0,6.999999951
A001287,0,0.0,0.0,0.0,1.0,3383.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.000516522143652261,1000000001.0,0,0.0
A001288,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4405.84,1.0,2.0,4946.15,2.0,4946149999999.999,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001289,0,0.0,0.0,0.0,1.0,1065.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0001461409879536033,1000000001.0,0,0.0
A001290,0,0.0,0.0,0.0,3.0,1436.29,3.0,0.0,0.0,0.0,1.0,2286.6,1.0,1.5920183249889701,139461.0,3,1,0.0001721090697044572,2.999999998,0,0.0
A001291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,463.94,1.0,463939999999.99994,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001292,0,1.0,838.71,1.0,2.0,1712.6100000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0002768383915024821,2000000001.0,0,3.49999998775
A001293,0,0.0,0.0,0.0,2.0,2323.0099999999998,2.0,0.0,0.0,0.0,1.0,174.6,1.0,0.07516110563446772,160856.0,2,1,0.00018618478997317416,1.999999999,0,0.0
A001294,0,0.0,0.0,0.0,1.0,1246.95,1.0,0.0,0.0,0.0,2.0,3536.83,2.0,2.8363847788581444,-1.0,1,2,0.0001007121474808078,0.50000000025,0,0.0
A001295,0,1.0,1728.54,1.0,1.0,1728.54,1.0,0.0,0.0,0.0,1.0,316.96,1.0,0.1833686232310601,-1.0,1,1,0.00025036395759017846,1.0,0,6.999999951
A001296,0,0.0,0.0,0.0,1.0,1184.24,1.0,2.0,2550.73,2.0,4.0,4257.5599999999995,4.0,3.5951834087654566,15684.0,1,4,0.00014837055549796912,0.2500000001875,0,0.0
A001297,0,1.0,1823.17,1.0,3.0,6004.47,3.0,0.0,0.0,0.0,1.0,945.44,1.0,0.15745602859200603,186064.0,3,1,0.0003156496700510696,2.999999998,0,2.333333327888889
A001298,0,0.0,0.0,0.0,2.0,1840.7600000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0003929104256805293,2000000001.0,0,0.0
A001299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,169.35,1.0,169349999999.99997,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001300,0,0.0,0.0,0.0,3.0,967.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,3,0,0.000525159314334639,3000000001.0,0,0.0
A001301,0,0.0,0.0,0.0,2.0,1815.35,2.0,1.0,413.4,1.0,2.0,1856.96,2.0,1.0229211997680763,198564.5,2,2,0.00037155735103957296,1.0,0,0.0
A001302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4175.1,2.0,4175100000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001303,0,0.0,0.0,0.0,1.0,3028.86,1.0,0.0,0.0,0.0,3.0,3734.2299999999996,3.0,1.2328829988836614,73106.0,1,3,0.00014602486595721796,0.33333333355555556,0,0.0
A001305,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1179.4,1.0,1179400000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001307,0,2.0,4896.46,2.0,5.0,14302.42,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,5,0,0.0005083914049875863,5000000001.0,0,2.79999999608
A001308,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,367.38,1.0,2.0,408.15999999999997,2.0,408159999999.99994,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001309,0,0.0,0.0,0.0,2.0,2699.03,2.0,0.0,0.0,0.0,4.0,2483.75,4.0,0.9202380114333963,82543.0,2,4,0.0003914816072303955,0.500000000125,0,0.0
A001310,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3719.68,1.0,3719679999999.9995,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001311,0,0.0,0.0,0.0,1.0,333.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0005991663949115439,1000000001.0,0,0.0
A001312,0,0.0,0.0,0.0,1.0,2373.07,1.0,0.0,0.0,0.0,1.0,1366.79,1.0,0.5759585684364237,-1.0,1,1,0.00015367235560776154,1.0,0,0.0
A001313,0,0.0,0.0,0.0,1.0,57.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00015367235560776154,1000000001.0,0,0.0
A001314,0,2.0,2533.96,2.0,3.0,3184.99,3.0,0.0,0.0,0.0,1.0,684.42,1.0,0.21488921472274172,99796.0,3,1,0.0004247715025811936,2.999999998,0,4.666666655777778
A001315,0,0.0,0.0,0.0,1.0,3764.88,1.0,0.0,0.0,0.0,1.0,1462.42,1.0,0.3884373472725855,574.0,1,1,0.0002156731337870628,1.0,0,0.0
A001316,0,0.0,0.0,0.0,1.0,2150.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0001007121474808078,1000000001.0,0,0.0
A001317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2704.04,3.0,2704040000000.0,-1.0,0,3,8.305874477182321e-05,3.3333333322222223e-10,0,0.0
A001318,0,0.0,0.0,0.0,2.0,2730.69,2.0,0.0,0.0,0.0,1.0,2944.78,1.0,1.0784014296748887,160665.5,2,1,0.0003253458939600658,1.999999999,0,0.0
A001319,0,0.0,0.0,0.0,1.0,253.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A001320,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,235.91,1.0,235909999999.99997,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001321,0,0.0,0.0,0.0,2.0,3442.73,2.0,1.0,1614.86,1.0,3.0,1795.3799999999999,3.0,0.5214989267236985,152172.5,2,3,0.00018469139966204246,0.6666666667777777,0,0.0
A001322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5658.34,2.0,5658340000000.0,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001323,0,1.0,1845.81,1.0,2.0,3829.3199999999997,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.00022742450476344051,2000000001.0,0,3.49999998775
A001324,0,1.0,250.26,1.0,1.0,250.26,1.0,0.0,0.0,0.0,1.0,233.51,1.0,0.9330696076043592,-1.0,1,1,0.0006165051491756062,1.0,0,6.999999951
A001325,0,1.0,563.51,1.0,1.0,563.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00015367235560776154,1000000001.0,0,6.999999951
A001326,0,0.0,0.0,0.0,2.0,3426.3900000000003,2.0,0.0,0.0,0.0,1.0,122.95,1.0,0.035883247382803504,250524.5,2,1,0.0001972433558197628,1.999999999,0,0.0
A001327,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1273.96,1.0,1.0,1273.96,1.0,1273960000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2497.66,2.0,2497659999999.9995,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001330,0,0.0,0.0,0.0,2.0,6208.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0002767354687774382,2000000001.0,0,0.0
A001331,0,0.0,0.0,0.0,1.0,818.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0001792365475340998,1000000001.0,0,0.0
A001332,0,0.0,0.0,0.0,1.0,5482.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00019219265098908663,1000000001.0,0,0.0
A001334,0,0.0,0.0,0.0,1.0,2164.54,1.0,0.0,0.0,0.0,2.0,1395.6599999999999,2.0,0.6447836491815143,57596.0,1,2,0.00032910541856220226,0.50000000025,0,0.0
A001335,0,1.0,685.9,1.0,1.0,685.9,1.0,0.0,0.0,0.0,1.0,283.08,1.0,0.4127132235013665,-1.0,1,1,0.00024207759443559422,1.0,0,6.999999951
A001336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2220.42,1.0,2220420000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001337,0,0.0,0.0,0.0,1.0,1400.75,1.0,0.0,0.0,0.0,1.0,2476.09,1.0,1.7676887381747153,-1.0,1,1,0.00010659661505046933,1.0,0,0.0
A001338,0,0.0,0.0,0.0,2.0,3255.4800000000005,2.0,1.0,1338.31,1.0,1.0,1338.31,1.0,0.41109452369530414,246526.0,2,1,0.0004062956126158904,1.999999999,0,0.0
A001340,0,1.0,2931.19,1.0,2.0,3929.96,2.0,0.0,0.0,0.0,1.0,61.02,1.0,0.015526875591605125,85503.0,2,1,0.00023180575576572628,1.999999999,0,3.49999998775
A001341,0,0.0,0.0,0.0,2.0,2711.94,2.0,0.0,0.0,0.0,2.0,4968.97,2.0,1.8322566133462275,280802.0,2,2,0.000375328096774366,1.0,0,0.0
A001343,0,0.0,0.0,0.0,2.0,1831.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.00039938351382137527,2000000001.0,0,0.0
A001344,0,0.0,0.0,0.0,1.0,2301.13,1.0,2.0,1596.57,2.0,2.0,1596.57,2.0,0.6938199927858513,485263.0,1,2,0.0010996713185307304,0.50000000025,0,0.0
A001345,0,0.0,0.0,0.0,1.0,3246.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.0001007121474808078,1000000001.0,0,0.0
A001346,0,1.0,258.22,1.0,2.0,1218.03,2.0,1.0,1142.3,1.0,1.0,1142.3,1.0,0.9378258335172879,105221.0,2,1,0.0005562621096492339,1.999999999,0,3.49999998775
A001347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1887.52,2.0,1887519999999.9998,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001348,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1858.02,1.0,1858019999999.9998,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001349,0,0.0,0.0,0.0,2.0,3646.36,2.0,1.0,1433.78,1.0,1.0,1433.78,1.0,0.3932085696419461,318728.5,2,1,0.00022428596644369987,1.999999999,0,0.0
A001350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1934.04,2.0,1934039999999.9998,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001351,0,0.0,0.0,0.0,1.0,879.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00022206699689389267,1000000001.0,0,0.0
A001354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,465.34,1.0,465339999999.99994,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001355,0,0.0,0.0,0.0,1.0,4683.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A001357,0,0.0,0.0,0.0,2.0,7171.6,2.0,0.0,0.0,0.0,1.0,558.07,1.0,0.07781666573706317,175463.0,2,1,0.00027955539818095833,1.999999999,0,0.0
A001358,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,462.69,1.0,462689999999.99994,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001359,0,0.0,0.0,0.0,1.0,2073.15,1.0,0.0,0.0,0.0,2.0,9756.970000000001,2.0,4.706350239970718,7016.0,1,2,0.00022071127793435284,0.50000000025,0,0.0
A001360,0,0.0,0.0,0.0,2.0,678.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2,0,0.0009334441584330224,2000000001.0,0,0.0
A001361,0,0.0,0.0,0.0,1.0,2278.99,1.0,0.0,0.0,0.0,1.0,1052.08,1.0,0.4616430962836776,-1.0,1,1,0.00014187854549820673,1.0,0,0.0
A001362,0,1.0,851.9,1.0,1.0,851.9,1.0,0.0,0.0,0.0,3.0,9551.060000000001,3.0,11.21148022067002,-1.0,1,3,0.00010659661505046933,0.33333333355555556,0,6.999999951
A001364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2563.1099999999997,2.0,2563109999999.9995,-1.0,0,2,8.305874477182321e-05,4.9999999975e-10,0,0.0
A001365,0,0.0,0.0,0.0,1.0,2312.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A001366,0,0.0,0.0,0.0,1.0,1825.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00019886751569610965,1000000001.0,0,0.0
A001367,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2693.65,1.0,1.0,2693.65,1.0,2693650000000.0,-1.0,0,1,8.305874477182321e-05,9.99999999e-10,0,0.0
A001368,0,0.0,0.0,0.0,1.0,628.59,1.0,0.0,0.0,0.0,2.0,9826.07,2.0,15.63192223863626,13971.0,1,2,0.00013688215419638,0.50000000025,0,0.0
A001369,0,3.0,4694.49,3.0,3.0,4694.49,3.0,1.0,1290.4,1.0,2.0,1959.0300000000002,2.0,0.4173041161019797,28831.5,3,2,0.00027288529873122644,1.49999999975,0,6.999999983666667
A001370,0,1.0,781.77,1.0,1.0,781.77,1.0,0.0,0.0,0.0,2.0,7256.45,2.0,9.282077848971843,-1.0,1,2,0.00018367736091593829,0.50000000025,0,6.999999951
A001371,0,0.0,0.0,0.0,1.0,727.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00011836555018979238,1000000001.0,0,0.0
A001372,0,1.0,321.52,1.0,1.0,321.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1,0,0.00013975452039874202,1000000001.0,0,6.999999951
